Date/Time	Counts	Val 1	Val 2
27.02.2023 12:41:42	3	3.2 cps	192.0 cpm
27.02.2023 12:41:43	5	3.4 cps	204.0 cpm
27.02.2023 12:41:44	4	3.4 cps	204.0 cpm
27.02.2023 12:41:45	3	3.3 cps	198.0 cpm
27.02.2023 12:41:46	7	3.7 cps	222.0 cpm
27.02.2023 12:41:47	4	4.1 cps	246.0 cpm
27.02.2023 12:41:48	3	3.8 cps	228.0 cpm
27.02.2023 12:41:49	5	3.9 cps	234.0 cpm
27.02.2023 12:41:50	3	4.2 cps	252.0 cpm
27.02.2023 12:41:51	2	3.9 cps	234.0 cpm
27.02.2023 12:41:52	11	4.7 cps	282.0 cpm
27.02.2023 12:41:53	10	5.2 cps	312.0 cpm
27.02.2023 12:41:54	3	5.1 cps	306.0 cpm
27.02.2023 12:41:55	1	4.9 cps	294.0 cpm
27.02.2023 12:41:56	1	4.3 cps	258.0 cpm
27.02.2023 12:41:57	1	4.0 cps	240.0 cpm
27.02.2023 12:41:58	3	4.0 cps	240.0 cpm
27.02.2023 12:41:59	5	4.0 cps	240.0 cpm
27.02.2023 12:42:00	1	3.8 cps	228.0 cpm
27.02.2023 12:42:01	2	3.8 cps	228.0 cpm
27.02.2023 12:42:02	3	3.0 cps	180.0 cpm
27.02.2023 12:42:03	7	2.7 cps	162.0 cpm
27.02.2023 12:42:04	2	2.6 cps	156.0 cpm
27.02.2023 12:42:05	7	3.2 cps	192.0 cpm
27.02.2023 12:42:06	1	3.2 cps	192.0 cpm
27.02.2023 12:42:07	7	3.8 cps	228.0 cpm
27.02.2023 12:42:08	7	4.2 cps	252.0 cpm
27.02.2023 12:42:09	3	4.0 cps	240.0 cpm
27.02.2023 12:42:10	0	3.9 cps	234.0 cpm
27.02.2023 12:42:11	7	4.4 cps	264.0 cpm
27.02.2023 12:42:12	4	4.5 cps	270.0 cpm
27.02.2023 12:42:13	5	4.3 cps	258.0 cpm
27.02.2023 12:42:14	4	4.5 cps	270.0 cpm
27.02.2023 12:42:15	3	4.1 cps	246.0 cpm
27.02.2023 12:42:16	3	4.3 cps	258.0 cpm
27.02.2023 12:42:17	3	3.9 cps	234.0 cpm
27.02.2023 12:42:18	5	3.7 cps	222.0 cpm
27.02.2023 12:42:19	1	3.5 cps	210.0 cpm
27.02.2023 12:42:20	3	3.8 cps	228.0 cpm
27.02.2023 12:42:21	3	3.4 cps	204.0 cpm
27.02.2023 12:42:22	2	3.2 cps	192.0 cpm
27.02.2023 12:42:23	8	3.5 cps	210.0 cpm
27.02.2023 12:42:24	3	3.4 cps	204.0 cpm
27.02.2023 12:42:25	4	3.5 cps	210.0 cpm
27.02.2023 12:42:26	3	3.5 cps	210.0 cpm
27.02.2023 12:42:27	6	3.8 cps	228.0 cpm
27.02.2023 12:42:28	6	3.9 cps	234.0 cpm
27.02.2023 12:42:29	2	4.0 cps	240.0 cpm
27.02.2023 12:42:30	4	4.1 cps	246.0 cpm
27.02.2023 12:42:31	2	4.0 cps	240.0 cpm
27.02.2023 12:42:32	3	4.1 cps	246.0 cpm
27.02.2023 12:42:33	4	3.7 cps	222.0 cpm
27.02.2023 12:42:34	2	3.6 cps	216.0 cpm
27.02.2023 12:42:35	6	3.8 cps	228.0 cpm
27.02.2023 12:42:36	2	3.7 cps	222.0 cpm
27.02.2023 12:42:37	4	3.5 cps	210.0 cpm
27.02.2023 12:42:38	2	3.1 cps	186.0 cpm
27.02.2023 12:42:39	6	3.5 cps	210.0 cpm
27.02.2023 12:42:40	4	3.5 cps	210.0 cpm
27.02.2023 12:42:41	4	3.7 cps	222.0 cpm
27.02.2023 12:42:42	6	4.0 cps	240.0 cpm
27.02.2023 12:42:43	5	4.1 cps	246.0 cpm
27.02.2023 12:42:44	4	4.3 cps	258.0 cpm
27.02.2023 12:42:45	4	4.1 cps	246.0 cpm
27.02.2023 12:42:46	2	4.1 cps	246.0 cpm
27.02.2023 12:42:47	0	3.7 cps	222.0 cpm
27.02.2023 12:42:48	4	3.9 cps	234.0 cpm
27.02.2023 12:42:49	3	3.6 cps	216.0 cpm
27.02.2023 12:42:50	7	3.9 cps	234.0 cpm
27.02.2023 12:42:51	6	4.1 cps	246.0 cpm
27.02.2023 12:42:52	4	3.9 cps	234.0 cpm
27.02.2023 12:42:53	2	3.6 cps	216.0 cpm
27.02.2023 12:42:54	3	3.5 cps	210.0 cpm
27.02.2023 12:42:55	3	3.4 cps	204.0 cpm
27.02.2023 12:42:56	3	3.5 cps	210.0 cpm
27.02.2023 12:42:57	7	4.2 cps	252.0 cpm
27.02.2023 12:42:58	10	4.8 cps	288.0 cpm
27.02.2023 12:42:59	2	4.7 cps	282.0 cpm
27.02.2023 12:43:00	4	4.4 cps	264.0 cpm
27.02.2023 12:43:01	7	4.5 cps	270.0 cpm
27.02.2023 12:43:02	1	4.2 cps	252.0 cpm
27.02.2023 12:43:03	3	4.3 cps	258.0 cpm
27.02.2023 12:43:04	2	4.2 cps	252.0 cpm
27.02.2023 12:43:05	7	4.6 cps	276.0 cpm
27.02.2023 12:43:06	1	4.4 cps	264.0 cpm
27.02.2023 12:43:07	3	4.0 cps	240.0 cpm
27.02.2023 12:43:08	6	3.6 cps	216.0 cpm
27.02.2023 12:43:09	2	3.6 cps	216.0 cpm
27.02.2023 12:43:10	1	3.3 cps	198.0 cpm
27.02.2023 12:43:11	5	3.1 cps	186.0 cpm
27.02.2023 12:43:12	4	3.4 cps	204.0 cpm
27.02.2023 12:43:13	3	3.4 cps	204.0 cpm
27.02.2023 12:43:14	6	3.8 cps	228.0 cpm
27.02.2023 12:43:15	3	3.4 cps	204.0 cpm
27.02.2023 12:43:16	6	3.9 cps	234.0 cpm
27.02.2023 12:43:17	0	3.6 cps	216.0 cpm
27.02.2023 12:43:18	5	3.5 cps	210.0 cpm
27.02.2023 12:43:19	2	3.5 cps	210.0 cpm
27.02.2023 12:43:20	5	3.9 cps	234.0 cpm
27.02.2023 12:43:21	4	3.8 cps	228.0 cpm
27.02.2023 12:43:22	7	4.1 cps	246.0 cpm
27.02.2023 12:43:23	8	4.6 cps	276.0 cpm
27.02.2023 12:43:24	6	4.6 cps	276.0 cpm
27.02.2023 12:43:25	1	4.4 cps	264.0 cpm
27.02.2023 12:43:26	2	4.0 cps	240.0 cpm
27.02.2023 12:43:27	3	4.3 cps	258.0 cpm
27.02.2023 12:43:28	1	3.9 cps	234.0 cpm
27.02.2023 12:43:29	3	4.0 cps	240.0 cpm
27.02.2023 12:43:30	7	4.2 cps	252.0 cpm
27.02.2023 12:43:31	2	4.0 cps	240.0 cpm
27.02.2023 12:43:32	4	3.7 cps	222.0 cpm
27.02.2023 12:43:33	4	3.3 cps	198.0 cpm
27.02.2023 12:43:34	3	3.0 cps	180.0 cpm
27.02.2023 12:43:35	4	3.3 cps	198.0 cpm
27.02.2023 12:43:36	6	3.7 cps	222.0 cpm
27.02.2023 12:43:37	1	3.5 cps	210.0 cpm
27.02.2023 12:43:38	5	3.9 cps	234.0 cpm
27.02.2023 12:43:39	3	3.9 cps	234.0 cpm
27.02.2023 12:43:40	8	4.0 cps	240.0 cpm
27.02.2023 12:43:41	10	4.8 cps	288.0 cpm
27.02.2023 12:43:42	5	4.9 cps	294.0 cpm
27.02.2023 12:43:43	2	4.7 cps	282.0 cpm
27.02.2023 12:43:44	4	4.8 cps	288.0 cpm
27.02.2023 12:43:45	4	4.8 cps	288.0 cpm
27.02.2023 12:43:46	3	4.5 cps	270.0 cpm
27.02.2023 12:43:47	5	4.9 cps	294.0 cpm
27.02.2023 12:43:48	7	5.1 cps	306.0 cpm
27.02.2023 12:43:49	1	4.9 cps	294.0 cpm
27.02.2023 12:43:50	1	4.2 cps	252.0 cpm
27.02.2023 12:43:51	2	3.4 cps	204.0 cpm
27.02.2023 12:43:52	4	3.3 cps	198.0 cpm
27.02.2023 12:43:53	2	3.3 cps	198.0 cpm
27.02.2023 12:43:54	0	2.9 cps	174.0 cpm
27.02.2023 12:43:55	1	2.6 cps	156.0 cpm
27.02.2023 12:43:56	0	2.3 cps	138.0 cpm
27.02.2023 12:43:57	1	1.9 cps	114.0 cpm
27.02.2023 12:43:58	6	1.8 cps	108.0 cpm
27.02.2023 12:43:59	2	1.9 cps	114.0 cpm
27.02.2023 12:44:00	2	2.0 cps	120.0 cpm
27.02.2023 12:44:01	4	2.2 cps	132.0 cpm
27.02.2023 12:44:02	3	2.1 cps	126.0 cpm
27.02.2023 12:44:03	1	2.0 cps	120.0 cpm
27.02.2023 12:44:04	3	2.3 cps	138.0 cpm
27.02.2023 12:44:05	1	2.3 cps	138.0 cpm
27.02.2023 12:44:06	0	2.3 cps	138.0 cpm
27.02.2023 12:44:07	8	3.0 cps	180.0 cpm
27.02.2023 12:44:08	2	2.6 cps	156.0 cpm
27.02.2023 12:44:09	1	2.5 cps	150.0 cpm
27.02.2023 12:44:10	6	2.9 cps	174.0 cpm
27.02.2023 12:44:11	5	3.0 cps	180.0 cpm
27.02.2023 12:44:12	1	2.8 cps	168.0 cpm
27.02.2023 12:44:13	5	3.2 cps	192.0 cpm
27.02.2023 12:44:14	6	3.5 cps	210.0 cpm
27.02.2023 12:44:15	5	3.9 cps	234.0 cpm
27.02.2023 12:44:16	2	4.1 cps	246.0 cpm
27.02.2023 12:44:17	1	3.4 cps	204.0 cpm
27.02.2023 12:44:18	2	3.4 cps	204.0 cpm
27.02.2023 12:44:19	2	3.5 cps	210.0 cpm
27.02.2023 12:44:20	4	3.3 cps	198.0 cpm
27.02.2023 12:44:21	4	3.2 cps	192.0 cpm
27.02.2023 12:44:22	3	3.4 cps	204.0 cpm
27.02.2023 12:44:23	3	3.2 cps	192.0 cpm
27.02.2023 12:44:24	2	2.8 cps	168.0 cpm
27.02.2023 12:44:25	4	2.7 cps	162.0 cpm
27.02.2023 12:44:26	2	2.7 cps	162.0 cpm
27.02.2023 12:44:27	11	3.7 cps	222.0 cpm
27.02.2023 12:44:28	2	3.7 cps	222.0 cpm
27.02.2023 12:44:29	2	3.7 cps	222.0 cpm
27.02.2023 12:44:30	6	3.9 cps	234.0 cpm
27.02.2023 12:44:31	3	3.8 cps	228.0 cpm
27.02.2023 12:44:32	3	3.8 cps	228.0 cpm
27.02.2023 12:44:33	2	3.7 cps	222.0 cpm
27.02.2023 12:44:34	6	4.1 cps	246.0 cpm
27.02.2023 12:44:35	2	3.9 cps	234.0 cpm
27.02.2023 12:44:36	3	4.0 cps	240.0 cpm
27.02.2023 12:44:37	1	3.0 cps	180.0 cpm
27.02.2023 12:44:38	4	3.2 cps	192.0 cpm
27.02.2023 12:44:39	5	3.5 cps	210.0 cpm
27.02.2023 12:44:40	4	3.3 cps	198.0 cpm
27.02.2023 12:44:41	2	3.2 cps	192.0 cpm
27.02.2023 12:44:42	5	3.4 cps	204.0 cpm
27.02.2023 12:44:43	5	3.7 cps	222.0 cpm
27.02.2023 12:44:44	1	3.2 cps	192.0 cpm
27.02.2023 12:44:45	1	3.1 cps	186.0 cpm
27.02.2023 12:44:46	2	3.0 cps	180.0 cpm
27.02.2023 12:44:47	3	3.2 cps	192.0 cpm
27.02.2023 12:44:48	6	3.4 cps	204.0 cpm
27.02.2023 12:44:49	7	3.6 cps	216.0 cpm
27.02.2023 12:44:50	8	4.0 cps	240.0 cpm
27.02.2023 12:44:51	3	4.1 cps	246.0 cpm
27.02.2023 12:44:52	4	4.0 cps	240.0 cpm
27.02.2023 12:44:53	5	4.0 cps	240.0 cpm
27.02.2023 12:44:54	3	4.2 cps	252.0 cpm
27.02.2023 12:44:55	3	4.4 cps	264.0 cpm
27.02.2023 12:44:56	5	4.7 cps	282.0 cpm
27.02.2023 12:44:57	5	4.9 cps	294.0 cpm
27.02.2023 12:44:58	2	4.5 cps	270.0 cpm
27.02.2023 12:44:59	2	4.0 cps	240.0 cpm
27.02.2023 12:45:00	5	3.7 cps	222.0 cpm
27.02.2023 12:45:01	4	3.8 cps	228.0 cpm
27.02.2023 12:45:02	1	3.5 cps	210.0 cpm
27.02.2023 12:45:03	8	3.8 cps	228.0 cpm
27.02.2023 12:45:04	4	3.9 cps	234.0 cpm
27.02.2023 12:45:05	3	3.9 cps	234.0 cpm
27.02.2023 12:45:06	4	3.8 cps	228.0 cpm
27.02.2023 12:45:07	7	4.0 cps	240.0 cpm
27.02.2023 12:45:08	2	4.0 cps	240.0 cpm
27.02.2023 12:45:09	3	4.1 cps	246.0 cpm
27.02.2023 12:45:10	3	3.9 cps	234.0 cpm
27.02.2023 12:45:11	3	3.8 cps	228.0 cpm
27.02.2023 12:45:12	2	3.9 cps	234.0 cpm
27.02.2023 12:45:13	3	3.4 cps	204.0 cpm
27.02.2023 12:45:14	1	3.1 cps	186.0 cpm
27.02.2023 12:45:15	2	3.0 cps	180.0 cpm
27.02.2023 12:45:16	2	2.8 cps	168.0 cpm
27.02.2023 12:45:17	2	2.3 cps	138.0 cpm
27.02.2023 12:45:18	5	2.6 cps	156.0 cpm
27.02.2023 12:45:19	2	2.5 cps	150.0 cpm
27.02.2023 12:45:20	4	2.6 cps	156.0 cpm
27.02.2023 12:45:21	1	2.4 cps	144.0 cpm
27.02.2023 12:45:22	3	2.5 cps	150.0 cpm
27.02.2023 12:45:23	3	2.5 cps	150.0 cpm
27.02.2023 12:45:24	3	2.7 cps	162.0 cpm
27.02.2023 12:45:25	4	2.9 cps	174.0 cpm
27.02.2023 12:45:26	3	3.0 cps	180.0 cpm
27.02.2023 12:45:27	7	3.5 cps	210.0 cpm
27.02.2023 12:45:28	1	3.1 cps	186.0 cpm
27.02.2023 12:45:29	2	3.1 cps	186.0 cpm
27.02.2023 12:45:30	3	3.0 cps	180.0 cpm
27.02.2023 12:45:31	1	3.0 cps	180.0 cpm
27.02.2023 12:45:32	4	3.1 cps	186.0 cpm
27.02.2023 12:45:33	1	2.9 cps	174.0 cpm
27.02.2023 12:45:34	5	3.1 cps	186.0 cpm
27.02.2023 12:45:35	1	2.8 cps	168.0 cpm
27.02.2023 12:45:36	7	3.2 cps	192.0 cpm
27.02.2023 12:45:37	3	2.8 cps	168.0 cpm
27.02.2023 12:45:38	5	3.2 cps	192.0 cpm
27.02.2023 12:45:39	3	3.3 cps	198.0 cpm
27.02.2023 12:45:40	4	3.4 cps	204.0 cpm
27.02.2023 12:45:41	2	3.5 cps	210.0 cpm
27.02.2023 12:45:42	0	3.1 cps	186.0 cpm
27.02.2023 12:45:43	5	3.5 cps	210.0 cpm
27.02.2023 12:45:44	2	3.2 cps	192.0 cpm
27.02.2023 12:45:45	7	3.8 cps	228.0 cpm
27.02.2023 12:45:46	2	3.3 cps	198.0 cpm
27.02.2023 12:45:47	2	3.2 cps	192.0 cpm
27.02.2023 12:45:48	6	3.3 cps	198.0 cpm
27.02.2023 12:45:49	3	3.3 cps	198.0 cpm
27.02.2023 12:45:50	3	3.2 cps	192.0 cpm
27.02.2023 12:45:51	8	3.8 cps	228.0 cpm
27.02.2023 12:45:52	6	4.4 cps	264.0 cpm
27.02.2023 12:45:53	6	4.5 cps	270.0 cpm
27.02.2023 12:45:54	1	4.4 cps	264.0 cpm
27.02.2023 12:45:55	1	3.8 cps	228.0 cpm
27.02.2023 12:45:56	3	3.9 cps	234.0 cpm
27.02.2023 12:45:57	2	3.9 cps	234.0 cpm
27.02.2023 12:45:58	3	3.6 cps	216.0 cpm
27.02.2023 12:45:59	5	3.8 cps	228.0 cpm
27.02.2023 12:46:00	2	3.7 cps	222.0 cpm
27.02.2023 12:46:01	5	3.4 cps	204.0 cpm
27.02.2023 12:46:02	6	3.4 cps	204.0 cpm
27.02.2023 12:46:03	3	3.1 cps	186.0 cpm
27.02.2023 12:46:04	0	3.0 cps	180.0 cpm
27.02.2023 12:46:05	7	3.6 cps	216.0 cpm
27.02.2023 12:46:06	7	4.0 cps	240.0 cpm
27.02.2023 12:46:07	5	4.3 cps	258.0 cpm
27.02.2023 12:46:08	4	4.4 cps	264.0 cpm
27.02.2023 12:46:09	3	4.2 cps	252.0 cpm
27.02.2023 12:46:10	4	4.4 cps	264.0 cpm
27.02.2023 12:46:11	6	4.5 cps	270.0 cpm
27.02.2023 12:46:12	5	4.4 cps	264.0 cpm
27.02.2023 12:46:13	5	4.6 cps	276.0 cpm
27.02.2023 12:46:14	4	5.0 cps	300.0 cpm
27.02.2023 12:46:15	4	4.7 cps	282.0 cpm
27.02.2023 12:46:16	7	4.7 cps	282.0 cpm
27.02.2023 12:46:17	2	4.4 cps	264.0 cpm
27.02.2023 12:46:18	3	4.3 cps	258.0 cpm
27.02.2023 12:46:19	6	4.6 cps	276.0 cpm
27.02.2023 12:46:20	5	4.7 cps	282.0 cpm
27.02.2023 12:46:21	3	4.4 cps	264.0 cpm
27.02.2023 12:46:22	4	4.3 cps	258.0 cpm
27.02.2023 12:46:23	5	4.3 cps	258.0 cpm
27.02.2023 12:46:24	8	4.7 cps	282.0 cpm
27.02.2023 12:46:25	2	4.5 cps	270.0 cpm
27.02.2023 12:46:26	3	4.1 cps	246.0 cpm
27.02.2023 12:46:27	7	4.6 cps	276.0 cpm
27.02.2023 12:46:28	0	4.3 cps	258.0 cpm
27.02.2023 12:46:29	6	4.3 cps	258.0 cpm
27.02.2023 12:46:30	1	3.9 cps	234.0 cpm
27.02.2023 12:46:31	1	3.7 cps	222.0 cpm
27.02.2023 12:46:32	1	3.4 cps	204.0 cpm
27.02.2023 12:46:33	6	3.5 cps	210.0 cpm
27.02.2023 12:46:34	9	3.6 cps	216.0 cpm
27.02.2023 12:46:35	4	3.8 cps	228.0 cpm
27.02.2023 12:46:36	4	3.9 cps	234.0 cpm
27.02.2023 12:46:37	2	3.4 cps	204.0 cpm
27.02.2023 12:46:38	3	3.7 cps	222.0 cpm
27.02.2023 12:46:39	2	3.3 cps	198.0 cpm
27.02.2023 12:46:40	2	3.4 cps	204.0 cpm
27.02.2023 12:46:41	1	3.4 cps	204.0 cpm
27.02.2023 12:46:42	4	3.7 cps	222.0 cpm
27.02.2023 12:46:43	6	3.7 cps	222.0 cpm
27.02.2023 12:46:44	3	3.1 cps	186.0 cpm
27.02.2023 12:46:45	4	3.1 cps	186.0 cpm
27.02.2023 12:46:46	3	3.0 cps	180.0 cpm
27.02.2023 12:46:47	3	3.1 cps	186.0 cpm
27.02.2023 12:46:48	4	3.2 cps	192.0 cpm
27.02.2023 12:46:49	1	3.1 cps	186.0 cpm
27.02.2023 12:46:50	3	3.2 cps	192.0 cpm
27.02.2023 12:46:51	2	3.3 cps	198.0 cpm
27.02.2023 12:46:52	4	3.3 cps	198.0 cpm
27.02.2023 12:46:53	2	2.9 cps	174.0 cpm
27.02.2023 12:46:54	5	3.1 cps	186.0 cpm
27.02.2023 12:46:55	3	3.0 cps	180.0 cpm
27.02.2023 12:46:56	3	3.0 cps	180.0 cpm
27.02.2023 12:46:57	6	3.3 cps	198.0 cpm
27.02.2023 12:46:58	2	3.1 cps	186.0 cpm
27.02.2023 12:46:59	6	3.6 cps	216.0 cpm
27.02.2023 12:47:00	3	3.6 cps	216.0 cpm
27.02.2023 12:47:01	3	3.7 cps	222.0 cpm
27.02.2023 12:47:02	4	3.7 cps	222.0 cpm
27.02.2023 12:47:03	3	3.8 cps	228.0 cpm
27.02.2023 12:47:04	5	3.8 cps	228.0 cpm
27.02.2023 12:47:05	3	3.8 cps	228.0 cpm
27.02.2023 12:47:06	3	3.8 cps	228.0 cpm
27.02.2023 12:47:07	4	3.6 cps	216.0 cpm
27.02.2023 12:47:08	6	4.0 cps	240.0 cpm
27.02.2023 12:47:09	5	3.9 cps	234.0 cpm
27.02.2023 12:47:10	4	4.0 cps	240.0 cpm
27.02.2023 12:47:11	4	4.1 cps	246.0 cpm
27.02.2023 12:47:12	1	3.8 cps	228.0 cpm
27.02.2023 12:47:13	2	3.7 cps	222.0 cpm
27.02.2023 12:47:14	3	3.5 cps	210.0 cpm
27.02.2023 12:47:15	6	3.8 cps	228.0 cpm
27.02.2023 12:47:16	4	3.9 cps	234.0 cpm
27.02.2023 12:47:17	3	3.8 cps	228.0 cpm
27.02.2023 12:47:18	5	3.7 cps	222.0 cpm
27.02.2023 12:47:19	7	3.9 cps	234.0 cpm
27.02.2023 12:47:20	7	4.2 cps	252.0 cpm
27.02.2023 12:47:21	5	4.3 cps	258.0 cpm
27.02.2023 12:47:22	5	4.7 cps	282.0 cpm
27.02.2023 12:47:23	7	5.2 cps	312.0 cpm
27.02.2023 12:47:24	7	5.6 cps	336.0 cpm
27.02.2023 12:47:25	3	5.3 cps	318.0 cpm
27.02.2023 12:47:26	2	5.1 cps	306.0 cpm
27.02.2023 12:47:27	2	5.0 cps	300.0 cpm
27.02.2023 12:47:28	4	4.9 cps	294.0 cpm
27.02.2023 12:47:29	1	4.3 cps	258.0 cpm
27.02.2023 12:47:30	5	4.1 cps	246.0 cpm
27.02.2023 12:47:31	0	3.6 cps	216.0 cpm
27.02.2023 12:47:32	3	3.4 cps	204.0 cpm
27.02.2023 12:47:33	5	3.2 cps	192.0 cpm
27.02.2023 12:47:34	2	2.7 cps	162.0 cpm
27.02.2023 12:47:35	6	3.0 cps	180.0 cpm
27.02.2023 12:47:36	3	3.1 cps	186.0 cpm
27.02.2023 12:47:37	0	2.9 cps	174.0 cpm
27.02.2023 12:47:38	0	2.5 cps	150.0 cpm
27.02.2023 12:47:39	3	2.7 cps	162.0 cpm
27.02.2023 12:47:40	3	2.5 cps	150.0 cpm
27.02.2023 12:47:41	2	2.7 cps	162.0 cpm
27.02.2023 12:47:42	1	2.5 cps	150.0 cpm
27.02.2023 12:47:43	2	2.2 cps	132.0 cpm
27.02.2023 12:47:44	4	2.4 cps	144.0 cpm
27.02.2023 12:47:45	1	1.9 cps	114.0 cpm
27.02.2023 12:47:46	6	2.2 cps	132.0 cpm
27.02.2023 12:47:47	6	2.8 cps	168.0 cpm
27.02.2023 12:47:48	1	2.9 cps	174.0 cpm
27.02.2023 12:47:49	2	2.8 cps	168.0 cpm
27.02.2023 12:47:50	1	2.6 cps	156.0 cpm
27.02.2023 12:47:51	6	3.0 cps	180.0 cpm
27.02.2023 12:47:52	3	3.2 cps	192.0 cpm
27.02.2023 12:47:53	2	3.2 cps	192.0 cpm
27.02.2023 12:47:54	3	3.1 cps	186.0 cpm
27.02.2023 12:47:55	5	3.5 cps	210.0 cpm
27.02.2023 12:47:56	3	3.2 cps	192.0 cpm
27.02.2023 12:47:57	3	2.9 cps	174.0 cpm
27.02.2023 12:47:58	2	3.0 cps	180.0 cpm
27.02.2023 12:47:59	2	3.0 cps	180.0 cpm
27.02.2023 12:48:00	5	3.4 cps	204.0 cpm
27.02.2023 12:48:01	2	3.0 cps	180.0 cpm
27.02.2023 12:48:02	4	3.1 cps	186.0 cpm
27.02.2023 12:48:03	1	3.0 cps	180.0 cpm
27.02.2023 12:48:04	2	2.9 cps	174.0 cpm
27.02.2023 12:48:05	4	2.8 cps	168.0 cpm
27.02.2023 12:48:06	6	3.1 cps	186.0 cpm
27.02.2023 12:48:07	3	3.1 cps	186.0 cpm
27.02.2023 12:48:08	3	3.2 cps	192.0 cpm
27.02.2023 12:48:09	6	3.6 cps	216.0 cpm
27.02.2023 12:48:10	7	3.8 cps	228.0 cpm
27.02.2023 12:48:11	4	4.0 cps	240.0 cpm
27.02.2023 12:48:12	4	4.0 cps	240.0 cpm
27.02.2023 12:48:13	6	4.5 cps	270.0 cpm
27.02.2023 12:48:14	6	4.9 cps	294.0 cpm
27.02.2023 12:48:15	2	4.7 cps	282.0 cpm
27.02.2023 12:48:16	4	4.5 cps	270.0 cpm
27.02.2023 12:48:17	2	4.4 cps	264.0 cpm
27.02.2023 12:48:18	3	4.4 cps	264.0 cpm
27.02.2023 12:48:19	4	4.2 cps	252.0 cpm
27.02.2023 12:48:20	5	4.0 cps	240.0 cpm
27.02.2023 12:48:21	1	3.7 cps	222.0 cpm
27.02.2023 12:48:22	0	3.3 cps	198.0 cpm
27.02.2023 12:48:23	1	2.8 cps	168.0 cpm
27.02.2023 12:48:24	1	2.3 cps	138.0 cpm
27.02.2023 12:48:25	2	2.3 cps	138.0 cpm
27.02.2023 12:48:26	5	2.4 cps	144.0 cpm
27.02.2023 12:48:27	7	2.9 cps	174.0 cpm
27.02.2023 12:48:28	2	2.8 cps	168.0 cpm
27.02.2023 12:48:29	1	2.5 cps	150.0 cpm
27.02.2023 12:48:30	7	2.7 cps	162.0 cpm
27.02.2023 12:48:31	2	2.8 cps	168.0 cpm
27.02.2023 12:48:32	2	3.0 cps	180.0 cpm
27.02.2023 12:48:33	3	3.2 cps	192.0 cpm
27.02.2023 12:48:34	2	3.3 cps	198.0 cpm
27.02.2023 12:48:35	2	3.3 cps	198.0 cpm
27.02.2023 12:48:36	5	3.3 cps	198.0 cpm
27.02.2023 12:48:37	5	3.1 cps	186.0 cpm
27.02.2023 12:48:38	2	3.1 cps	186.0 cpm
27.02.2023 12:48:39	2	3.2 cps	192.0 cpm
27.02.2023 12:48:40	3	2.8 cps	168.0 cpm
27.02.2023 12:48:41	2	2.8 cps	168.0 cpm
27.02.2023 12:48:42	3	2.9 cps	174.0 cpm
27.02.2023 12:48:43	2	2.8 cps	168.0 cpm
27.02.2023 12:48:44	2	2.8 cps	168.0 cpm
27.02.2023 12:48:45	0	2.6 cps	156.0 cpm
27.02.2023 12:48:46	2	2.3 cps	138.0 cpm
27.02.2023 12:48:47	3	2.1 cps	126.0 cpm
27.02.2023 12:48:48	2	2.1 cps	126.0 cpm
27.02.2023 12:48:49	3	2.2 cps	132.0 cpm
27.02.2023 12:48:50	3	2.2 cps	132.0 cpm
27.02.2023 12:48:51	4	2.4 cps	144.0 cpm
27.02.2023 12:48:52	5	2.6 cps	156.0 cpm
27.02.2023 12:48:53	5	2.9 cps	174.0 cpm
27.02.2023 12:48:54	5	3.2 cps	192.0 cpm
27.02.2023 12:48:55	2	3.4 cps	204.0 cpm
27.02.2023 12:48:56	2	3.4 cps	204.0 cpm
27.02.2023 12:48:57	1	3.2 cps	192.0 cpm
27.02.2023 12:48:58	1	3.1 cps	186.0 cpm
27.02.2023 12:48:59	6	3.4 cps	204.0 cpm
27.02.2023 12:49:00	4	3.5 cps	210.0 cpm
27.02.2023 12:49:01	7	3.8 cps	228.0 cpm
27.02.2023 12:49:02	9	4.2 cps	252.0 cpm
27.02.2023 12:49:03	6	4.3 cps	258.0 cpm
27.02.2023 12:49:04	2	4.0 cps	240.0 cpm
27.02.2023 12:49:05	6	4.4 cps	264.0 cpm
27.02.2023 12:49:06	2	4.4 cps	264.0 cpm
27.02.2023 12:49:07	2	4.5 cps	270.0 cpm
27.02.2023 12:49:08	3	4.7 cps	282.0 cpm
27.02.2023 12:49:09	7	4.8 cps	288.0 cpm
27.02.2023 12:49:10	0	4.4 cps	264.0 cpm
27.02.2023 12:49:11	5	4.2 cps	252.0 cpm
27.02.2023 12:49:12	4	3.7 cps	222.0 cpm
27.02.2023 12:49:13	0	3.1 cps	186.0 cpm
27.02.2023 12:49:14	3	3.2 cps	192.0 cpm
27.02.2023 12:49:15	3	2.9 cps	174.0 cpm
27.02.2023 12:49:16	3	3.0 cps	180.0 cpm
27.02.2023 12:49:17	3	3.1 cps	186.0 cpm
27.02.2023 12:49:18	7	3.5 cps	210.0 cpm
27.02.2023 12:49:19	0	2.8 cps	168.0 cpm
27.02.2023 12:49:20	0	2.8 cps	168.0 cpm
27.02.2023 12:49:21	4	2.7 cps	162.0 cpm
27.02.2023 12:49:22	5	2.8 cps	168.0 cpm
27.02.2023 12:49:23	4	3.2 cps	192.0 cpm
27.02.2023 12:49:24	2	3.1 cps	186.0 cpm
27.02.2023 12:49:25	2	3.0 cps	180.0 cpm
27.02.2023 12:49:26	1	2.8 cps	168.0 cpm
27.02.2023 12:49:27	3	2.8 cps	168.0 cpm
